X,Y
-0.19664948093779405,-0.5040652657307461
-0.1980952510448978,-0.47601760174761587
-0.19286536191341813,-0.46104340598341714
-0.17182443127130173,-0.46033551179509036
-0.13500548609130952,-0.4331560801688195
0,-0.391503570535422
0,-0.31048905139893435
0,-0.2673344487141762
0,-0.22551363123835036
0,-0.20110345320272155
0,-0.18055014994606094
0,-0.16326396074940017
0,-0.1239634880401575
0,-0.13736809147026763
0,0
0,0
0,0
0,0
0.12238352014543281,0
0.23481065873252482,0
